protein1 protein2 combined_score
208964.PA3182 208964.PA3758 932
208964.PA3758 208964.PA3182 932
208964.PA3182 208964.PA3818 411
208964.PA3818 208964.PA3182 411
208964.PA3182 208964.PA4167 163
208964.PA4167 208964.PA3182 163
208964.PA3182 208964.PA4439 402
208964.PA4439 208964.PA3182 402
208964.PA3182 208964.PA4645 164
208964.PA4645 208964.PA3182 164
208964.PA3182 208964.PA4663 157
208964.PA4663 208964.PA3182 157
208964.PA3182 208964.PA4732 868
208964.PA4732 208964.PA3182 868
208964.PA3182 208964.PA4854 608
208964.PA4854 208964.PA3182 608
208964.PA3182 208964.PA5013 402
208964.PA5013 208964.PA3182 402
208964.PA3182 208964.PA5331 170
208964.PA5331 208964.PA3182 170
208964.PA3182 208964.PA5338 159
208964.PA5338 208964.PA3182 159
208964.PA3182 208964.PA5439 826
208964.PA5439 208964.PA3182 826
208964.PA3182 208964.PA5479 216
208964.PA5479 208964.PA3182 216
208964.PA3183 208964.PA3185 408
208964.PA3185 208964.PA3183 408
208964.PA3183 208964.PA3193 591
208964.PA3193 208964.PA3183 591
208964.PA3183 208964.PA3195 812
208964.PA3195 208964.PA3183 812
208964.PA3183 208964.PA3416 793
208964.PA3416 208964.PA3183 793
208964.PA3183 208964.PA3417 567
208964.PA3417 208964.PA3183 567
208964.PA3183 208964.PA3533 411
208964.PA3533 208964.PA3183 411
208964.PA3183 208964.PA3562 610
208964.PA3562 208964.PA3183 610
208964.PA3183 208964.PA3635 717
208964.PA3635 208964.PA3183 717
208964.PA3183 208964.PA3636 163
208964.PA3636 208964.PA3183 163
208964.PA3183 208964.PA3760 610
208964.PA3760 208964.PA3183 610
208964.PA3183 208964.PA3761 563
208964.PA3761 208964.PA3183 563
208964.PA3183 208964.PA3802 152
208964.PA3802 208964.PA3183 152
208964.PA3183 208964.PA4150 845
208964.PA4150 208964.PA3183 845
208964.PA3183 208964.PA4151 793
208964.PA4151 208964.PA3183 793
208964.PA3183 208964.PA4204 942
208964.PA4204 208964.PA3183 942
208964.PA3183 208964.PA4329 407
208964.PA4329 208964.PA3183 407
208964.PA3183 208964.PA4542 177
208964.PA4542 208964.PA3183 177
208964.PA3183 208964.PA4670 603
208964.PA4670 208964.PA3183 603
208964.PA3183 208964.PA4732 948
208964.PA4732 208964.PA3183 948
208964.PA3183 208964.PA4748 603
208964.PA4748 208964.PA3183 603
208964.PA3183 208964.PA4749 372
208964.PA4749 208964.PA3183 372
208964.PA3183 208964.PA4774 268
208964.PA4774 208964.PA3183 268
208964.PA3183 208964.PA5015 845
208964.PA5015 208964.PA3183 845
208964.PA3183 208964.PA5110 478
208964.PA5110 208964.PA3183 478
208964.PA3183 208964.PA5131 603
208964.PA5131 208964.PA3183 603
208964.PA3183 208964.PA5322 372
208964.PA5322 208964.PA3183 372
208964.PA3183 208964.PA5374 171
208964.PA5374 208964.PA3183 171
208964.PA3183 208964.PA5422 408
208964.PA5422 208964.PA3183 408
208964.PA3183 208964.PA5542 423
208964.PA5542 208964.PA3183 423
208964.PA3184 208964.PA3416 458
208964.PA3416 208964.PA3184 458
208964.PA3184 208964.PA3417 458
208964.PA3417 208964.PA3184 458
208964.PA3184 208964.PA4150 458
208964.PA4150 208964.PA3184 458
208964.PA3184 208964.PA4151 458
208964.PA4151 208964.PA3184 458
208964.PA3184 208964.PA5015 678
208964.PA5015 208964.PA3184 678
208964.PA3184 208964.PA5253 457
208964.PA5253 208964.PA3184 457
208964.PA3185 208964.PA3193 399
208964.PA3193 208964.PA3185 399
208964.PA3185 208964.PA3435 172
208964.PA3435 208964.PA3185 172
208964.PA3185 208964.PA3533 401
208964.PA3533 208964.PA3185 401
208964.PA3185 208964.PA3617 401
208964.PA3617 208964.PA3185 401
208964.PA3185 208964.PA3761 791
208964.PA3761 208964.PA3185 791
208964.PA3185 208964.PA4061 174
208964.PA4061 208964.PA3185 174
208964.PA3185 208964.PA4431 401
208964.PA4431 208964.PA3185 401
208964.PA3185 208964.PA4732 844
208964.PA4732 208964.PA3185 844
208964.PA3185 208964.PA4749 376
208964.PA4749 208964.PA3185 376
208964.PA3185 208964.PA5013 290
208964.PA5013 208964.PA3185 290
208964.PA3185 208964.PA5161 180
208964.PA5161 208964.PA3185 180
208964.PA3185 208964.PA5322 376
208964.PA5322 208964.PA3185 376
208964.PA3185 208964.PA5439 408
208964.PA5439 208964.PA3185 408
208964.PA3187 208964.PA3188 864
208964.PA3188 208964.PA3187 864
208964.PA3187 208964.PA3189 853
208964.PA3189 208964.PA3187 853
208964.PA3187 208964.PA3190 947
208964.PA3190 208964.PA3187 947
208964.PA3187 208964.PA3228 424
208964.PA3228 208964.PA3187 424
208964.PA3187 208964.PA3250 356
208964.PA3250 208964.PA3187 356
208964.PA3187 208964.PA3252 356
208964.PA3252 208964.PA3187 356
208964.PA3187 208964.PA3253 424
208964.PA3253 208964.PA3187 424
208964.PA3187 208964.PA3254 805
208964.PA3254 208964.PA3187 805
208964.PA3187 208964.PA3314 214
208964.PA3314 208964.PA3187 214
208964.PA3187 208964.PA3375 410
208964.PA3375 208964.PA3187 410
208964.PA3187 208964.PA3383 633
208964.PA3383 208964.PA3187 633
208964.PA3187 208964.PA3384 214
208964.PA3384 208964.PA3187 214
208964.PA3187 208964.PA3538 319
208964.PA3538 208964.PA3187 319
208964.PA3187 208964.PA3607 319
208964.PA3607 208964.PA3187 319
208964.PA3187 208964.PA3608 406
208964.PA3608 208964.PA3187 406
208964.PA3187 208964.PA3609 406
208964.PA3609 208964.PA3187 406
208964.PA3187 208964.PA3827 843
208964.PA3827 208964.PA3187 843
208964.PA3187 208964.PA3828 843
208964.PA3828 208964.PA3187 843
208964.PA3187 208964.PA3837 311
208964.PA3837 208964.PA3187 311
208964.PA3187 208964.PA3931 843
208964.PA3931 208964.PA3187 843
208964.PA3187 208964.PA3938 633
208964.PA3938 208964.PA3187 633
208964.PA3187 208964.PA4193 633
208964.PA4193 208964.PA3187 633
208964.PA3187 208964.PA4223 424
208964.PA4223 208964.PA3187 424
208964.PA3187 208964.PA4407 215
208964.PA4407 208964.PA3187 215
208964.PA3187 208964.PA4442 458
208964.PA4442 208964.PA3187 458
208964.PA3187 208964.PA4443 386
208964.PA4443 208964.PA3187 386
208964.PA3187 208964.PA4445 173
208964.PA4445 208964.PA3187 173
208964.PA3187 208964.PA4454 579
208964.PA4454 208964.PA3187 579
208964.PA3187 208964.PA4455 633
208964.PA4455 208964.PA3187 633
208964.PA3187 208964.PA4461 843
208964.PA4461 208964.PA3187 843
208964.PA3187 208964.PA4481 204
208964.PA4481 208964.PA3187 204
208964.PA3187 208964.PA4504 404
208964.PA4504 208964.PA3187 404
208964.PA3187 208964.PA4997 424
208964.PA4997 208964.PA3187 424
208964.PA3187 208964.PA5075 633
208964.PA5075 208964.PA3187 633
208964.PA3187 208964.PA5094 831
208964.PA5094 208964.PA3187 831
208964.PA3187 208964.PA5095 831
208964.PA5095 208964.PA3187 831
208964.PA3187 208964.PA5155 633
208964.PA5155 208964.PA3187 633
208964.PA3187 208964.PA5230 633
208964.PA5230 208964.PA3187 633
208964.PA3187 208964.PA5231 633
208964.PA5231 208964.PA3187 633
208964.PA3187 208964.PA5377 192
208964.PA5377 208964.PA3187 192
208964.PA3187 208964.PA5451 347
208964.PA5451 208964.PA3187 347
208964.PA3187 208964.PA5500 654
208964.PA5500 208964.PA3187 654
208964.PA3187 208964.PA5501 378
208964.PA5501 208964.PA3187 378
208964.PA3187 208964.PA5503 683
208964.PA5503 208964.PA3187 683
208964.PA3187 208964.PA5504 843
208964.PA5504 208964.PA3187 843
208964.PA3188 208964.PA3189 920
208964.PA3189 208964.PA3188 920
208964.PA3188 208964.PA3190 999
208964.PA3190 208964.PA3188 999
208964.PA3188 208964.PA3441 402
208964.PA3441 208964.PA3188 402
208964.PA3188 208964.PA3442 394
208964.PA3442 208964.PA3188 394
208964.PA3188 208964.PA3447 394
208964.PA3447 208964.PA3188 394
208964.PA3188 208964.PA3514 394
208964.PA3514 208964.PA3188 394
208964.PA3188 208964.PA3739 459
208964.PA3739 208964.PA3188 459
208964.PA3188 208964.PA3836 465
208964.PA3836 208964.PA3188 465
208964.PA3188 208964.PA4338 406
208964.PA4338 208964.PA3188 406
208964.PA3188 208964.PA5238 406
208964.PA5238 208964.PA3188 406
208964.PA3188 208964.PA5451 461
208964.PA5451 208964.PA3188 461
208964.PA3188 208964.PA5458 406
208964.PA5458 208964.PA3188 406
208964.PA3188 208964.PA5518 459
208964.PA5518 208964.PA3188 459
208964.PA3189 208964.PA3190 996
208964.PA3190 208964.PA3189 996
208964.PA3189 208964.PA3250 298
208964.PA3250 208964.PA3189 298
208964.PA3189 208964.PA3394 364
208964.PA3394 208964.PA3189 364
208964.PA3189 208964.PA3400 464
208964.PA3400 208964.PA3189 464
208964.PA3189 208964.PA3595 398
208964.PA3595 208964.PA3189 398
208964.PA3189 208964.PA3672 364
208964.PA3672 208964.PA3189 364
208964.PA3189 208964.PA3709 398
208964.PA3709 208964.PA3189 398
208964.PA3189 208964.PA3739 459
208964.PA3739 208964.PA3189 459
208964.PA3189 208964.PA3749 398
208964.PA3749 208964.PA3189 398
208964.PA3189 208964.PA3836 555
208964.PA3836 208964.PA3189 555
208964.PA3189 208964.PA4037 364
208964.PA4037 208964.PA3189 364
208964.PA3189 208964.PA4282 670
208964.PA4282 208964.PA3189 670
208964.PA3189 208964.PA4338 406
208964.PA4338 208964.PA3189 406
208964.PA3189 208964.PA4343 398
208964.PA4343 208964.PA3189 398
208964.PA3189 208964.PA4503 463
208964.PA4503 208964.PA3189 463
208964.PA3189 208964.PA4504 463
208964.PA4504 208964.PA3189 463
208964.PA3189 208964.PA4686 464
208964.PA4686 208964.PA3189 464
208964.PA3189 208964.PA4687 298
208964.PA4687 208964.PA3189 298
208964.PA3189 208964.PA4688 408
208964.PA4688 208964.PA3189 408
208964.PA3189 208964.PA4860 459
208964.PA4860 208964.PA3189 459
208964.PA3189 208964.PA4911 459
208964.PA4911 208964.PA3189 459
208964.PA3189 208964.PA5022 464
208964.PA5022 208964.PA3189 464
208964.PA3189 208964.PA5216 408
208964.PA5216 208964.PA3189 408
208964.PA3189 208964.PA5217 298
208964.PA5217 208964.PA3189 298
208964.PA3189 208964.PA5238 406
208964.PA5238 208964.PA3189 406
208964.PA3189 208964.PA5370 398
208964.PA5370 208964.PA3189 398
208964.PA3189 208964.PA5451 546
208964.PA5451 208964.PA3189 546
208964.PA3189 208964.PA5458 406
208964.PA5458 208964.PA3189 406
208964.PA3189 208964.PA5476 398
208964.PA5476 208964.PA3189 398
208964.PA3189 208964.PA5518 459
208964.PA5518 208964.PA3189 459
208964.PA3190 208964.PA3441 402
208964.PA3441 208964.PA3190 402
208964.PA3190 208964.PA3595 398
208964.PA3595 208964.PA3190 398
208964.PA3190 208964.PA3709 398
208964.PA3709 208964.PA3190 398
208964.PA3190 208964.PA3739 460
208964.PA3739 208964.PA3190 460
208964.PA3190 208964.PA3749 398
208964.PA3749 208964.PA3190 398
208964.PA3190 208964.PA3836 559
208964.PA3836 208964.PA3190 559
208964.PA3190 208964.PA4257 476
208964.PA4257 208964.PA3190 476
208964.PA3190 208964.PA4338 407
208964.PA4338 208964.PA3190 407
208964.PA3190 208964.PA4343 398
208964.PA4343 208964.PA3190 398
208964.PA3190 208964.PA4503 538
208964.PA4503 208964.PA3190 538
208964.PA3190 208964.PA4504 536
208964.PA4504 208964.PA3190 536
208964.PA3190 208964.PA4505 489
208964.PA4505 208964.PA3190 489
208964.PA3190 208964.PA4506 484
208964.PA4506 208964.PA3190 484
208964.PA3190 208964.PA4860 459
208964.PA4860 208964.PA3190 459
208964.PA3190 208964.PA4911 459
208964.PA4911 208964.PA3190 459
208964.PA3190 208964.PA5238 407
208964.PA5238 208964.PA3190 407
208964.PA3190 208964.PA5370 398
208964.PA5370 208964.PA3190 398
208964.PA3190 208964.PA5450 463
208964.PA5450 208964.PA3190 463
208964.PA3190 208964.PA5451 533
208964.PA5451 208964.PA3190 533
208964.PA3190 208964.PA5458 407
208964.PA5458 208964.PA3190 407
208964.PA3190 208964.PA5476 398
208964.PA5476 208964.PA3190 398
208964.PA3190 208964.PA5518 460
208964.PA5518 208964.PA3190 460
208964.PA3191 208964.PA3438 435
208964.PA3438 208964.PA3191 435
208964.PA3191 208964.PA3736 350
208964.PA3736 208964.PA3191 350
208964.PA3191 208964.PA3807 460
208964.PA3807 208964.PA3191 460
208964.PA3191 208964.PA4047 457
208964.PA4047 208964.PA3191 457
208964.PA3191 208964.PA4054 522
208964.PA4054 208964.PA3191 522
208964.PA3191 208964.PA4329 417
208964.PA4329 208964.PA3191 417
208964.PA3191 208964.PA4969 406
208964.PA4969 208964.PA3191 406
208964.PA3191 208964.PA5338 350
208964.PA5338 208964.PA3191 350
208964.PA3192 208964.PA3204 412
208964.PA3204 208964.PA3192 412
208964.PA3192 208964.PA3974 158
208964.PA3974 208964.PA3192 158
208964.PA3192 208964.PA4112 162
208964.PA4112 208964.PA3192 162
208964.PA3192 208964.PA4238 563
208964.PA4238 208964.PA3192 563
208964.PA3192 208964.PA4944 560
208964.PA4944 208964.PA3192 560
208964.PA3192 208964.PA5199 756
208964.PA5199 208964.PA3192 756
208964.PA3192 208964.PA5240 185
208964.PA5240 208964.PA3192 185
208964.PA3192 208964.PA5360 416
208964.PA5360 208964.PA3192 416
208964.PA3192 208964.PA5361 549
208964.PA5361 208964.PA3192 549
208964.PA3193 208964.PA3342 836
208964.PA3342 208964.PA3193 836
208964.PA3193 208964.PA3527 180
208964.PA3527 208964.PA3193 180
208964.PA3193 208964.PA3759 887
208964.PA3759 208964.PA3193 887
208964.PA3193 208964.PA3761 913
208964.PA3761 208964.PA3193 913
208964.PA3193 208964.PA4732 899
208964.PA4732 208964.PA3193 899
208964.PA3193 208964.PA4749 432
208964.PA4749 208964.PA3193 432
208964.PA3193 208964.PA5281 618
208964.PA5281 208964.PA3193 618
208964.PA3193 208964.PA5322 432
208964.PA5322 208964.PA3193 432
208964.PA3193 208964.PA5422 399
208964.PA5422 208964.PA3193 399
208964.PA3193 208964.PA5439 591
208964.PA5439 208964.PA3193 591
208964.PA3194 208964.PA3813 189
208964.PA3813 208964.PA3194 189
208964.PA3194 208964.PA4729 385
208964.PA4729 208964.PA3194 385
208964.PA3194 208964.PA4964 239
208964.PA4964 208964.PA3194 239
208964.PA3194 208964.PA5143 198
208964.PA5143 208964.PA3194 198
208964.PA3194 208964.PA5332 274
208964.PA5332 208964.PA3194 274
208964.PA3195 208964.PA3204 160
208964.PA3204 208964.PA3195 160
208964.PA3195 208964.PA3312 168
208964.PA3312 208964.PA3195 168
208964.PA3195 208964.PA3331 160
208964.PA3331 208964.PA3195 160
208964.PA3195 208964.PA3533 424
208964.PA3533 208964.PA3195 424
208964.PA3195 208964.PA3569 168
208964.PA3569 208964.PA3195 168
208964.PA3195 208964.PA3617 415
208964.PA3617 208964.PA3195 415
208964.PA3195 208964.PA3635 494
208964.PA3635 208964.PA3195 494
208964.PA3195 208964.PA3679 160
208964.PA3679 208964.PA3195 160
208964.PA3195 208964.PA3769 174
208964.PA3769 208964.PA3195 174
208964.PA3195 208964.PA3807 367
208964.PA3807 208964.PA3195 367
208964.PA3195 208964.PA3810 273
208964.PA3810 208964.PA3195 273
208964.PA3195 208964.PA3886 293
208964.PA3886 208964.PA3195 293
208964.PA3195 208964.PA4172 168
208964.PA4172 208964.PA3195 168
208964.PA3195 208964.PA4247 261
208964.PA4247 208964.PA3195 261
208964.PA3195 208964.PA4270 227
208964.PA4270 208964.PA3195 227
208964.PA3195 208964.PA4272 151
208964.PA4272 208964.PA3195 151
208964.PA3195 208964.PA4376 269
208964.PA4376 208964.PA3195 269
208964.PA3195 208964.PA4385 580
208964.PA4385 208964.PA3195 580
208964.PA3195 208964.PA4386 262
208964.PA4386 208964.PA3195 262
208964.PA3195 208964.PA4403 416
208964.PA4403 208964.PA3195 416
208964.PA3195 208964.PA4431 352
208964.PA4431 208964.PA3195 352
208964.PA3195 208964.PA4433 825
208964.PA4433 208964.PA3195 825
208964.PA3195 208964.PA4438 174
208964.PA4438 208964.PA3195 174
208964.PA3195 208964.PA4439 369
208964.PA4439 208964.PA3195 369
208964.PA3195 208964.PA4484 371
208964.PA4484 208964.PA3195 371
208964.PA3195 208964.PA4489 215
208964.PA4489 208964.PA3195 215
208964.PA3195 208964.PA4490 169
208964.PA4490 208964.PA3195 169
208964.PA3195 208964.PA4724 514
208964.PA4724 208964.PA3195 514
208964.PA3195 208964.PA4732 939
208964.PA4732 208964.PA3195 939
208964.PA3195 208964.PA4748 661
208964.PA4748 208964.PA3195 661
208964.PA3195 208964.PA4755 170
208964.PA4755 208964.PA3195 170
208964.PA3195 208964.PA4761 273
208964.PA4761 208964.PA3195 273
208964.PA3195 208964.PA4873 273
208964.PA4873 208964.PA3195 273
208964.PA3195 208964.PA4919 269
208964.PA4919 208964.PA3195 269
208964.PA3195 208964.PA4931 172
208964.PA4931 208964.PA3195 172
208964.PA3195 208964.PA4946 256
208964.PA4946 208964.PA3195 256
208964.PA3195 208964.PA4948 183
208964.PA4948 208964.PA3195 183
208964.PA3195 208964.PA5013 227
208964.PA5013 208964.PA3195 227
208964.PA3195 208964.PA5018 156
208964.PA5018 208964.PA3195 156
208964.PA3195 208964.PA5240 287
208964.PA5240 208964.PA3195 287
208964.PA3195 208964.PA5332 168
208964.PA5332 208964.PA3195 168
208964.PA3195 208964.PA5439 812
208964.PA5439 208964.PA3195 812
208964.PA3195 208964.PA5554 190
208964.PA5554 208964.PA3195 190
208964.PA3195 208964.PA5568 272
208964.PA5568 208964.PA3195 272
208964.PA3197 208964.PA3198 999
208964.PA3198 208964.PA3197 999
208964.PA3197 208964.PA3652 317
208964.PA3652 208964.PA3197 317
208964.PA3197 208964.PA3686 181
208964.PA3686 208964.PA3197 181
208964.PA3197 208964.PA3700 338
208964.PA3700 208964.PA3197 338
208964.PA3197 208964.PA4003 340
208964.PA4003 208964.PA3197 340
208964.PA3197 208964.PA4366 181
208964.PA4366 208964.PA3197 181
208964.PA3197 208964.PA4386 317
208964.PA4386 208964.PA3197 317
208964.PA3197 208964.PA4418 340
208964.PA4418 208964.PA3197 340
208964.PA3197 208964.PA4468 181
208964.PA4468 208964.PA3197 181
208964.PA3197 208964.PA4482 317
208964.PA4482 208964.PA3197 317
208964.PA3197 208964.PA4686 174
208964.PA4686 208964.PA3197 174
208964.PA3197 208964.PA4799 181
208964.PA4799 208964.PA3197 181
208964.PA3197 208964.PA5022 174
208964.PA5022 208964.PA3197 174
208964.PA3198 208964.PA3482 178
208964.PA3482 208964.PA3198 178
208964.PA3198 208964.PA4163 159
208964.PA4163 208964.PA3198 159
208964.PA3198 208964.PA4342 159
208964.PA4342 208964.PA3198 159
208964.PA3198 208964.PA4386 317
208964.PA4386 208964.PA3198 317
208964.PA3198 208964.PA4483 159
208964.PA4483 208964.PA3198 159
208964.PA3198 208964.PA4686 403
208964.PA4686 208964.PA3198 403
208964.PA3198 208964.PA5022 403
208964.PA5022 208964.PA3198 403
208964.PA3198 208964.PA5124 162
208964.PA5124 208964.PA3198 162
208964.PA3198 208964.PA5501 169
208964.PA5501 208964.PA3198 169
208964.PA3199 208964.PA3490 231
208964.PA3490 208964.PA3199 231
208964.PA3199 208964.PA4948 538
208964.PA4948 208964.PA3199 538
208964.PA3199 208964.PA5204 435
208964.PA5204 208964.PA3199 435
208964.PA3200 208964.PA3809 208
208964.PA3809 208964.PA3200 208
208964.PA3202 208964.PA3227 198
208964.PA3227 208964.PA3202 198
208964.PA3202 208964.PA3664 193
208964.PA3664 208964.PA3202 193
208964.PA3202 208964.PA4056 189
208964.PA4056 208964.PA3202 189
208964.PA3202 208964.PA4809 193
208964.PA4809 208964.PA3202 193
208964.PA3204 208964.PA3206 656
208964.PA3206 208964.PA3204 656
208964.PA3204 208964.PA3217 208
208964.PA3217 208964.PA3204 208
208964.PA3204 208964.PA4101 399
208964.PA4101 208964.PA3204 399
208964.PA3204 208964.PA4381 163
208964.PA4381 208964.PA3204 163
208964.PA3204 208964.PA4886 560
208964.PA4886 208964.PA3204 560
208964.PA3204 208964.PA4973 542
208964.PA4973 208964.PA3204 542
208964.PA3204 208964.PA4983 351
208964.PA4983 208964.PA3204 351
208964.PA3204 208964.PA5200 280
208964.PA5200 208964.PA3204 280
208964.PA3204 208964.PA5277 260
208964.PA5277 208964.PA3204 260
208964.PA3204 208964.PA5360 198
208964.PA5360 208964.PA3204 198
208964.PA3204 208964.PA5361 208
208964.PA5361 208964.PA3204 208
208964.PA3205 208964.PA3543 248
208964.PA3543 208964.PA3205 248
208964.PA3205 208964.PA4459 271
208964.PA4459 208964.PA3205 271
208964.PA3205 208964.PA4597 374
208964.PA4597 208964.PA3205 374
208964.PA3208 208964.PA3580 189
208964.PA3580 208964.PA3208 189
208964.PA3208 208964.PA4420 210
208964.PA4420 208964.PA3208 210
208964.PA3208 208964.PA5240 360
208964.PA5240 208964.PA3208 360
208964.PA3209 208964.PA3262 154
208964.PA3262 208964.PA3209 154
208964.PA3209 208964.PA4572 154
208964.PA4572 208964.PA3209 154
208964.PA3209 208964.PA5254 154
208964.PA5254 208964.PA3209 154
208964.PA3210 208964.PA3996 239
208964.PA3996 208964.PA3210 239
208964.PA3210 208964.PA4378 190
208964.PA4378 208964.PA3210 190
208964.PA3210 208964.PA4948 627
208964.PA4948 208964.PA3210 627
208964.PA3210 208964.PA5549 189
208964.PA5549 208964.PA3210 189
208964.PA3211 208964.PA3212 379
208964.PA3212 208964.PA3211 379
208964.PA3211 208964.PA4456 379
208964.PA4456 208964.PA3211 379
208964.PA3212 208964.PA4455 379
208964.PA4455 208964.PA3212 379
208964.PA3212 208964.PA5503 603
208964.PA5503 208964.PA3212 603
208964.PA3213 208964.PA4416 247
208964.PA4416 208964.PA3213 247
208964.PA3217 208964.PA3251 603
208964.PA3251 208964.PA3217 603
208964.PA3217 208964.PA3438 834
208964.PA3438 208964.PA3217 834
208964.PA3217 208964.PA3470 217
208964.PA3470 208964.PA3217 217
208964.PA3217 208964.PA3686 597
208964.PA3686 208964.PA3217 597
208964.PA3217 208964.PA3706 402
208964.PA3706 208964.PA3217 402
208964.PA3217 208964.PA3754 217
208964.PA3754 208964.PA3217 217
208964.PA3217 208964.PA3767 290
208964.PA3767 208964.PA3217 290
208964.PA3217 208964.PA3807 928
208964.PA3807 208964.PA3217 928
208964.PA3217 208964.PA3870 834
208964.PA3870 208964.PA3217 834
208964.PA3217 208964.PA3947 163
208964.PA3947 208964.PA3217 163
208964.PA3217 208964.PA3974 163
208964.PA3974 208964.PA3217 163
208964.PA3217 208964.PA3987 229
208964.PA3987 208964.PA3217 229
208964.PA3217 208964.PA4047 961
208964.PA4047 208964.PA3217 961
208964.PA3217 208964.PA4054 997
208964.PA4054 208964.PA3217 997
208964.PA3217 208964.PA4112 163
208964.PA4112 208964.PA3217 163
208964.PA3217 208964.PA4256 180
208964.PA4256 208964.PA3217 180
208964.PA3217 208964.PA4259 435
208964.PA4259 208964.PA3217 435
208964.PA3217 208964.PA4267 362
208964.PA4267 208964.PA3217 362
208964.PA3217 208964.PA4329 855
208964.PA4329 208964.PA3217 855
208964.PA3217 208964.PA4400 217
208964.PA4400 208964.PA3217 217
208964.PA3217 208964.PA4513 301
208964.PA4513 208964.PA3217 301
208964.PA3217 208964.PA4667 402
208964.PA4667 208964.PA3217 402
208964.PA3217 208964.PA4704 433
208964.PA4704 208964.PA3217 433
208964.PA3217 208964.PA4744 451
208964.PA4744 208964.PA3217 451
208964.PA3217 208964.PA4760 344
208964.PA4760 208964.PA3217 344
208964.PA3217 208964.PA4799 597
208964.PA4799 208964.PA3217 597
208964.PA3217 208964.PA4840 364
208964.PA4840 208964.PA3217 364
208964.PA3217 208964.PA4841 217
208964.PA4841 208964.PA3217 217
208964.PA3217 208964.PA4885 166
208964.PA4885 208964.PA3217 166
208964.PA3217 208964.PA4932 224
208964.PA4932 208964.PA3217 224
208964.PA3217 208964.PA4969 923
208964.PA4969 208964.PA3217 923
208964.PA3217 208964.PA4971 217
208964.PA4971 208964.PA3217 217
208964.PA3217 208964.PA4982 163
208964.PA4982 208964.PA3217 163
208964.PA3217 208964.PA5176 217
208964.PA5176 208964.PA3217 217
208964.PA3217 208964.PA5336 157
208964.PA5336 208964.PA3217 157
208964.PA3217 208964.PA5338 946
208964.PA5338 208964.PA3217 946
208964.PA3217 208964.PA5360 462
208964.PA5360 208964.PA3217 462
208964.PA3217 208964.PA5361 464
208964.PA5361 208964.PA3217 464
208964.PA3217 208964.PA5496 421
208964.PA5496 208964.PA3217 421
208964.PA3217 208964.PA5497 421
208964.PA5497 208964.PA3217 421
208964.PA3217 208964.PA5539 998
208964.PA5539 208964.PA3217 998
208964.PA3221 208964.PA4403 643
208964.PA4403 208964.PA3221 643
208964.PA3221 208964.PA4560 434
208964.PA4560 208964.PA3221 434
208964.PA3223 208964.PA3539 183
208964.PA3539 208964.PA3223 183
208964.PA3225 208964.PA4659 189
208964.PA4659 208964.PA3225 189
208964.PA3225 208964.PA5556 209
208964.PA5556 208964.PA3225 209
208964.PA3226 208964.PA4486 959
208964.PA4486 208964.PA3226 959
208964.PA3227 208964.PA3262 334
208964.PA3262 208964.PA3227 334
208964.PA3227 208964.PA3287 351
208964.PA3287 208964.PA3227 351
208964.PA3227 208964.PA3297 474
208964.PA3297 208964.PA3227 474
208964.PA3227 208964.PA3308 443
208964.PA3308 208964.PA3227 443
208964.PA3227 208964.PA3331 213
208964.PA3331 208964.PA3227 213
208964.PA3227 208964.PA3466 299
208964.PA3466 208964.PA3227 299
208964.PA3227 208964.PA3579 292
208964.PA3579 208964.PA3227 292
208964.PA3227 208964.PA3582 292
208964.PA3582 208964.PA3227 292
208964.PA3227 208964.PA3626 223
208964.PA3626 208964.PA3227 223
208964.PA3227 208964.PA3635 218
208964.PA3635 208964.PA3227 218
208964.PA3227 208964.PA3653 184
208964.PA3653 208964.PA3227 184
208964.PA3227 208964.PA3656 166
208964.PA3656 208964.PA3227 166
208964.PA3227 208964.PA3679 213
208964.PA3679 208964.PA3227 213
208964.PA3227 208964.PA3717 334
208964.PA3717 208964.PA3227 334
208964.PA3227 208964.PA3774 350
208964.PA3774 208964.PA3227 350
208964.PA3227 208964.PA3807 207
208964.PA3807 208964.PA3227 207
208964.PA3227 208964.PA3809 163
208964.PA3809 208964.PA3227 163
208964.PA3227 208964.PA3810 404
208964.PA3810 208964.PA3227 404
208964.PA3227 208964.PA3839 171
208964.PA3839 208964.PA3227 171
208964.PA3227 208964.PA3853 329
208964.PA3853 208964.PA3227 329
208964.PA3227 208964.PA3861 299
208964.PA3861 208964.PA3227 299
208964.PA3227 208964.PA3886 162
208964.PA3886 208964.PA3227 162
208964.PA3227 208964.PA3950 299
208964.PA3950 208964.PA3227 299
208964.PA3227 208964.PA3961 474
208964.PA3961 208964.PA3227 474
208964.PA3227 208964.PA4238 588
208964.PA4238 208964.PA3227 588
208964.PA3227 208964.PA4240 154
208964.PA4240 208964.PA3227 154
208964.PA3227 208964.PA4243 283
208964.PA4243 208964.PA3227 283
208964.PA3227 208964.PA4244 234
208964.PA4244 208964.PA3227 234
208964.PA3227 208964.PA4246 186
208964.PA4246 208964.PA3227 186
208964.PA3227 208964.PA4251 184
208964.PA4251 208964.PA3227 184
208964.PA3227 208964.PA4252 216
208964.PA4252 208964.PA3227 216
208964.PA3227 208964.PA4254 216
208964.PA4254 208964.PA3227 216
208964.PA3227 208964.PA4259 163
208964.PA4259 208964.PA3227 163
208964.PA3227 208964.PA4261 193
208964.PA4261 208964.PA3227 193
208964.PA3227 208964.PA4262 183
208964.PA4262 208964.PA3227 183
208964.PA3227 208964.PA4263 213
